Date,Date,Open,High,Low,Close,Volume,Adj Close
2015-08-14,42230,17410.11914,17492.90039,17394.06055,17477.40039,82120000,17477.40039
2015-08-13,42229,17401.64063,17481.7793,17341.33984,17408.25,88550000,17408.25
2015-08-12,42228,17382.92969,17423.90039,17125.81055,17402.50977,120400000,17402.50977
2015-08-11,42227,17593.58984,17593.58984,17352.63086,17402.83984,103010000,17402.83984
2015-08-10,42226,17375.17969,17629.13086,17375.17969,17615.16992,92430000,17615.16992
2015-08-07,42223,17414.93945,17414.93945,17279.08008,17373.38086,81800000,17373.38086
2015-08-06,42222,17542.60938,17572.03906,17362.85938,17419.75,96170000,17419.75
2015-08-05,42221,17555.24023,17661.36914,17492.90039,17540.4707,102450000,17540.4707
2015-08-04,42220,17596.92969,17635.7793,17505.5,17550.68945,99060000,17550.68945
2015-08-03,42219,17696.74023,17704.75977,17496.60938,17598.19922,87880000,17598.19922
2015-07-31,42216,17755.86914,17783.58984,17671.58984,17689.85938,106120000,17689.85938
2015-07-30,42215,17743.24023,17761.25,17640.84961,17745.98047,76650000,17745.98047
2015-07-29,42214,17631.40039,17776.7793,17629.19922,17751.39063,93140000,17751.39063
2015-07-28,42213,17449.81055,17650.07031,17449.81055,17630.26953,103450000,17630.26953
2015-07-27,42212,17561.7793,17561.7793,17399.16992,17440.58984,117860000,17440.58984
2015-07-24,42209,17731.05078,17756.53906,17553.73047,17568.5293,103470000,17568.5293
2015-07-23,42208,17853.7793,17860.94922,17705.0293,17731.91992,88600000,17731.91992
2015-07-22,42207,17918.34961,17919.34961,17807.41016,17851.03906,112370000,17851.03906
2015-07-21,42206,18096.66992,18096.66992,17868.33984,17919.28906,100170000,17919.28906
2015-07-20,42205,18085.91016,18137.11914,18064.5,18100.41016,75060000,18100.41016
2015-07-17,42202,18117.58008,18121.11914,18032.06055,18086.44922,106510000,18086.44922
2015-07-16,42201,18078.16016,18131.60938,18065.33008,18120.25,85030000,18120.25
2015-07-15,42200,18053.38086,18090.39063,18010.15039,18050.16992,80460000,18050.16992
2015-07-14,42199,17974.60938,18072.82031,17956.16992,18053.58008,76740000,18053.58008
2015-07-13,42198,17787.26953,17987.57031,17787.26953,17977.67969,86380000,17977.67969
2015-07-10,42195,17561.11914,17797.49023,17561.11914,17760.41016,85800000,17760.41016
2015-07-09,42194,17530.38086,17764.84961,17530.38086,17548.61914,100520000,17548.61914
2015-07-08,42193,17759.00977,17759.00977,17496.2207,17515.41992,69830000,17515.41992
2015-07-07,42192,17684.91992,17793.44922,17465.67969,17776.91016,105840000,17776.91016
2015-07-06,42191,17728.08008,17734.35938,17564.35938,17683.58008,90130000,17683.58008
2015-07-02,42187,17763.32031,17825.49023,17687.51953,17730.10938,83080000,17730.10938
2015-07-01,42186,17638.11914,17801.83008,17638.11914,17757.91016,87010000,17757.91016
2015-06-30,42185,17599.96094,17714.66016,17576.5,17619.50977,126460000,17619.50977
2015-06-29,42184,17936.74023,17936.74023,17590.55078,17596.34961,116340000,17596.34961
2015-06-26,42181,17892.0293,18013.15039,17892.0293,17946.67969,158120000,17946.67969
2015-06-25,42180,17977.10938,18036.09961,17890.35938,17890.35938,78990000,17890.35938
2015-06-24,42179,18139.09961,18139.09961,17966.07031,17966.07031,104980000,17966.07031
2015-06-23,42178,18121.7793,18188.81055,18108.09961,18144.07031,75970000,18144.07031
2015-06-22,42177,18027.63086,18181.66992,18027.63086,18119.7793,77780000,18119.7793
2015-06-19,42174,18116.24023,18117.71094,18010.58008,18015.94922,258300000,18015.94922
2015-06-18,42173,17944.60938,18174.73047,17944.60938,18115.83984,94460000,18115.83984
2015-06-17,42172,17909.58008,17998,17839.65039,17935.74023,92410000,17935.74023
2015-06-16,42171,17787.42969,17919.61914,17774.11914,17904.48047,77510000,17904.48047
2015-06-15,42170,17890.75977,17890.75977,17698.41992,17791.16992,91920000,17791.16992
2015-06-12,42167,18035.83008,18035.83008,17857.07031,17898.83984,83760000,17898.83984
2015-06-11,42166,18001.26953,18109.76953,18001.26953,18039.36914,89490000,18039.36914
2015-06-10,42165,17765.38086,18045.14063,17765.38086,18000.40039,96980000,18000.40039
2015-06-09,42164,17766.94922,17817.83008,17714.9707,17764.03906,90550000,17764.03906
2015-06-08,42163,17849.46094,17852.34961,17760.60938,17766.55078,86300000,17766.55078
2015-06-05,42160,17905.38086,17940.7793,17822.90039,17849.46094,89140000,17849.46094
2015-06-04,42159,18072.4707,18087.15039,17876.94922,17905.58008,93470000,17905.58008
2015-06-03,42158,18018.41992,18168.08984,18010.41992,18076.26953,73120000,18076.26953
2015-06-02,42157,18033.33008,18091.86914,17925.33008,18011.93945,77550000,18011.93945
2015-06-01,42156,18017.82031,18105.83008,17982.06055,18040.36914,85640000,18040.36914
2015-05-29,42153,18128.11914,18128.11914,17967.74023,18010.67969,139810000,18010.67969
2015-05-28,42152,18154.14063,18154.14063,18066.40039,18126.11914,67510000,18126.11914
2015-05-27,42151,18045.08008,18190.34961,18045.08008,18162.99023,96400000,18162.99023
2015-05-26,42150,18229.75,18229.75,17990.01953,18041.53906,109440000,18041.53906
2015-05-22,42146,18286.86914,18286.86914,18217.14063,18232.01953,78890000,18232.01953
2015-05-21,42145,18285.86914,18314.89063,18249.90039,18285.74023,84270000,18285.74023
2015-05-20,42144,18315.06055,18350.13086,18272.56055,18285.40039,80190000,18285.40039
2015-05-19,42143,18300.48047,18351.35938,18261.34961,18312.39063,87200000,18312.39063
2015-05-18,42142,18267.25,18325.53906,18244.25977,18298.88086,79080000,18298.88086
2015-05-15,42139,18251.9707,18272.7207,18215.07031,18272.56055,108220000,18272.56055
2015-05-14,42138,18062.49023,18255.21094,18062.49023,18252.24023,91580000,18252.24023
2015-05-13,42137,18070.36914,18132.78906,18039.19922,18060.49023,85180000,18060.49023
2015-05-12,42136,18096.16016,18119.17969,17924.80078,18068.23047,89270000,18068.23047
2015-05-11,42135,18187.7793,18199.94922,18089.10938,18105.16992,86050000,18105.16992
2015-05-08,42132,17933.64063,18205.23047,17933.64063,18191.10938,94960000,18191.10938
2015-05-07,42131,17840.25,17973.07031,17796.93945,17924.06055,80920000,17924.06055
2015-05-06,42130,17934.81055,18019.75,17733.11914,17841.98047,100430000,17841.98047
2015-05-05,42129,18062.5293,18086.00977,17905.71094,17928.19922,95340000,17928.19922
2015-05-04,42128,18026.01953,18133.75977,18026.01953,18070.40039,86010000,18070.40039
2015-05-01,42125,17859.26953,18028.89063,17859.26953,18024.06055,91700000,18024.06055
2015-04-30,42124,18033.33008,18033.33008,17774.89063,17840.51953,129180000,17840.51953
2015-04-29,42123,18093.68945,18096.46094,17953.68945,18035.5293,102080000,18035.5293
2015-04-28,42122,18035.90039,18119.65039,17917.35938,18110.14063,124930000,18110.14063
2015-04-27,42121,18097.89063,18175.56055,18024.66016,18037.9707,121110000,18037.9707
2015-04-24,42118,18056.41992,18108.86914,18009.08008,18080.14063,119130000,18080.14063
2015-04-23,42117,18031.90039,18133.0293,17966.76953,18058.68945,100240000,18058.68945
2015-04-22,42116,17950.82031,18056.01953,17887.75977,18038.26953,91260000,18038.26953
2015-04-21,42115,18034.23047,18109.69922,17929.63086,17949.58984,95180000,17949.58984
2015-04-20,42114,17841.17969,18092.2207,17841.17969,18034.92969,103160000,18034.92969
2015-04-17,42111,18102.56055,18102.56055,17748.5293,17826.30078,138860000,17826.30078
2015-04-16,42110,18106.26953,18169.25977,18063.85938,18105.76953,89520000,18105.76953
2015-04-15,42109,18045.71094,18160.51953,18045.71094,18112.60938,113610000,18112.60938
2015-04-14,42108,17979.10938,18075.59961,17905.48047,18036.69922,82830000,18036.69922
2015-04-13,42107,18052.32031,18107.57031,17974.81055,17977.03906,120090000,17977.03906
2015-04-10,42104,17956.73047,18066.75977,17945.55078,18057.65039,116410000,18057.65039
2015-04-09,42103,17902.50977,17984.2207,17823.09961,17958.73047,86740000,17958.73047
2015-04-08,42102,17877.61914,17976.19922,17822.23047,17902.50977,76820000,17902.50977
2015-04-07,42101,17884.32031,17983.11914,17871.21094,17875.41992,72150000,17875.41992
2015-04-06,42100,17755.5,17941.78906,17646.80078,17880.84961,100850000,17880.84961
2015-04-02,42096,17699.51953,17815.0293,17673.49023,17763.24023,87370000,17763.24023
2015-04-01,42095,17778.51953,17778.51953,17585.00977,17698.17969,103360000,17698.17969
2015-03-31,42094,17965.36914,17965.36914,17773.01953,17776.11914,119470000,17776.11914
2015-03-30,42093,17727.48047,18008.64063,17727.48047,17976.31055,104040000,17976.31055
2015-03-27,42090,17673.63086,17729.14063,17630.49023,17712.66016,103220000,17712.66016
2015-03-26,42089,17716.26953,17759.50977,17579.26953,17678.23047,117740000,17678.23047
2015-03-25,42088,18012.60938,18041.9707,17718.53906,17718.53906,106560000,17718.53906
2015-03-24,42087,18110.86914,18149.24023,18010.43945,18011.14063,87190000,18011.14063
2015-03-23,42086,18136.73047,18205.92969,18116.03906,18116.03906,98030000,18116.03906
2015-03-20,42083,17961.13086,18197.28906,17961.13086,18127.65039,333870000,18127.65039
2015-03-19,42082,18072.58008,18072.99023,17934.24023,17959.0293,107820000,17959.0293
2015-03-18,42081,17846.80078,18097.11914,17697.51953,18076.18945,130950000,18076.18945
2015-03-17,42080,17972.2207,17972.2207,17785.78906,17849.08008,82560000,17849.08008
2015-03-16,42079,17751.24023,17988.5,17751.24023,17977.41992,101760000,17977.41992
2015-03-13,42076,17889.05078,17889.05078,17629.89063,17749.31055,113620000,17749.31055
2015-03-12,42075,17626.83984,17900.09961,17620.49023,17895.2207,111550000,17895.2207
2015-03-11,42074,17662.93945,17731.7793,17627,17635.39063,102120000,17635.39063
2015-03-10,42073,17989.56055,17989.56055,17662.93945,17662.93945,120450000,17662.93945
2015-03-09,42072,17856.56055,18031.03906,17856.56055,17995.7207,85820000,17995.7207
2015-03-06,42069,18135.7207,18135.7207,17825.15039,17856.7793,113350000,17856.7793
2015-03-05,42068,18096.90039,18160.34961,18087.65039,18135.7207,75840000,18135.7207
2015-03-04,42067,18203.36914,18203.36914,18029.5,18096.90039,80900000,18096.90039
2015-03-03,42066,18281.94922,18281.94922,18136.88086,18203.36914,83830000,18203.36914
2015-03-02,42065,18134.05078,18288.63086,18122.58984,18288.63086,89790000,18288.63086
2015-02-27,42062,18213.25977,18213.25977,18132.38086,18132.69922,101110000,18132.69922
2015-02-26,42061,18224.41016,18239.42969,18157.07031,18214.41992,81500000,18214.41992
2015-02-25,42060,18208.66992,18244.38086,18182.75977,18224.57031,80480000,18224.57031
2015-02-24,42059,18112.57031,18231.08984,18098.73047,18209.18945,79310000,18209.18945
2015-02-23,42058,18140.75977,18141.21094,18054.83984,18116.83984,83670000,18116.83984
2015-02-20,42055,17985.76953,18144.28906,17878.36914,18140.43945,111390000,18140.43945
2015-02-19,42054,18028.66992,18028.66992,17924.59961,17985.76953,79130000,17985.76953
2015-02-18,42053,18045.7207,18048.69922,17982.19922,18029.84961,75090000,18029.84961
2015-02-17,42052,18019.80078,18052.00977,17951.41016,18047.58008,98760000,18047.58008
2015-02-13,42048,17968.65039,18037.41016,17961.75977,18019.34961,85230000,18019.34961
2015-02-12,42047,17862.14063,17975.65039,17862.14063,17972.38086,117160000,17972.38086
2015-02-11,42046,17867.85938,17897.21094,17759.65039,17862.14063,89890000,17862.14063
2015-02-10,42045,17736.15039,17890.33984,17729.24023,17868.75977,89930000,17868.75977
2015-02-09,42044,17821.49023,17821.49023,17685.32031,17729.21094,81590000,17729.21094
2015-02-06,42041,17881.53906,17951.08984,17764.40039,17824.28906,93610000,17824.28906
2015-02-05,42040,17677.25977,17889.58008,17677.25977,17884.88086,79890000,17884.88086
2015-02-04,42039,17664.99023,17782.2207,17603.21094,17673.01953,102560000,17673.01953
2015-02-03,42038,17369.9707,17670.75977,17369.9707,17666.40039,112860000,17666.40039
2015-02-02,42037,17169.99023,17367.67969,17037.75977,17361.03906,108090000,17361.03906
2015-01-30,42034,17416.84961,17419.90039,17156.82031,17164.94922,168560000,17164.94922
2015-01-29,42033,17195.28906,17433.13086,17136.30078,17416.84961,111690000,17416.84961
2015-01-28,42032,17402.91016,17484.41016,17189,17191.36914,115980000,17191.36914
2015-01-27,42031,17638.5293,17638.5293,17288.31055,17387.21094,135940000,17387.21094
2015-01-26,42030,17668.10938,17696.35938,17567.59961,17678.69922,87220000,17678.69922
2015-01-23,42027,17812.5,17812.5,17667.5293,17672.59961,97110000,17672.59961
2015-01-22,42026,17557.28906,17840.89063,17482.53906,17813.98047,111980000,17813.98047
2015-01-21,42025,17509.96094,17599.58008,17396.03906,17554.2793,95530000,17554.2793
2015-01-20,42024,17516.96094,17588.69922,17346.73047,17515.23047,119600000,17515.23047
2015-01-16,42020,17320,17528.36914,17243.55078,17511.57031,140480000,17511.57031
2015-01-15,42019,17436.30078,17517.41016,17298.03906,17320.71094,94520000,17320.71094
2015-01-14,42018,17609.06055,17609.06055,17264.90039,17427.08984,109180000,17427.08984
2015-01-13,42017,17645.01953,17923.00977,17498.23047,17613.67969,99360000,17613.67969
2015-01-12,42016,17742.05078,17793.88086,17571.58008,17640.83984,92500000,17640.83984
2015-01-09,42013,17911.01953,17915.32031,17686.08984,17737.36914,93390000,17737.36914
2015-01-08,42012,17591.9707,17916.03906,17591.9707,17907.86914,114890000,17907.86914
2015-01-07,42011,17374.7793,17597.08008,17374.7793,17584.51953,91030000,17584.51953
2015-01-06,42010,17504.17969,17581.05078,17262.36914,17371.64063,101870000,17371.64063
2015-01-05,42009,17821.30078,17821.30078,17475.92969,17501.65039,116160000,17501.65039
2015-01-02,42006,17823.07031,17951.7793,17731.30078,17832.99023,76270000,17832.99023
2014-12-31,42004,17987.66016,18043.2207,17820.88086,17823.07031,82840000,17823.07031
2014-12-30,42003,18035.01953,18035.01953,17959.69922,17983.07031,47490000,17983.07031
2014-12-29,42002,18046.58008,18073.03906,18021.57031,18038.23047,53870000,18038.23047
2014-12-26,41999,18038.30078,18103.44922,18038.30078,18053.71094,52570000,18053.71094
2014-12-24,41997,18035.73047,18086.24023,18027.7793,18030.21094,42870000,18030.21094
2014-12-23,41996,17971.50977,18069.2207,17970.16016,18024.16992,82890000,18024.16992
2014-12-22,41995,17812.25,17962.7793,17812.25,17959.43945,98460000,17959.43945
2014-12-19,41992,17778.01953,17874.0293,17746.55078,17804.80078,343690000,17804.80078
2014-12-18,41991,17367.84961,17778.40039,17367.84961,17778.15039,123940000,17778.15039
2014-12-17,41990,17069.16016,17389.30078,17069.16016,17356.86914,118220000,17356.86914
2014-12-16,41989,17173.07031,17427.43945,17067.58984,17068.86914,116640000,17068.86914
2014-12-15,41988,17285.74023,17403.53906,17115.2793,17180.83984,114050000,17180.83984
2014-12-12,41985,17590.05078,17590.05078,17280.83008,17280.83008,121950000,17280.83008
2014-12-11,41984,17534.30078,17758.50977,17534.30078,17596.33984,90100000,17596.33984
2014-12-10,41983,17797.99023,17797.99023,17508.09961,17533.15039,115100000,17533.15039
2014-12-09,41982,17847.36914,17847.36914,17629.57031,17801.19922,100400000,17801.19922
2014-12-08,41981,17954.93945,17960.56055,17804.2793,17852.48047,88680000,17852.48047
2014-12-05,41978,17903.05078,17991.18945,17903.05078,17958.78906,79110000,17958.78906
2014-12-04,41977,17910.01953,17937.96094,17814.81055,17900.09961,76270000,17900.09961
2014-12-03,41976,17880.90039,17924.15039,17855.58984,17912.61914,99400000,17912.61914
2014-12-02,41975,17778.84961,17897.05078,17778.84961,17879.55078,81970000,17879.55078
2014-12-01,41974,17827.26953,17827.26953,17726.55078,17776.80078,86390000,17776.80078
2014-11-28,41971,17830.55078,17893.41992,17807.7793,17828.24023,80470000,17828.24023
2014-11-26,41969,17812.25,17833.75977,17791.16016,17827.75,67450000,17827.75
2014-11-25,41968,17819.05078,17854.73047,17790.89063,17814.93945,88190000,17814.93945
2014-11-24,41967,17812.63086,17855.26953,17793.18945,17817.90039,85510000,17817.90039
2014-11-21,41964,17721.01953,17894.83008,17721.01953,17810.06055,140940000,17810.06055
2014-11-20,41963,17677.32031,17720.43945,17603.89063,17719,77740000,17719
2014-11-19,41962,17685.50977,17712.25977,17624.5,17685.73047,73780000,17685.73047
2014-11-18,41961,17643.08984,17735.71094,17642.0293,17687.82031,87420000,17687.82031
2014-11-17,41960,17631.84961,17675.07031,17606.81055,17647.75,70330000,17647.75
2014-11-14,41957,17653.10938,17664.15039,17613.19922,17634.74023,72850000,17634.74023
2014-11-13,41956,17618.68945,17705.48047,17583.88086,17652.78906,80540000,17652.78906
2014-11-12,41955,17604.75,17626.71094,17536.16992,17612.19922,75980000,17612.19922
2014-11-11,41954,17615.64063,17638.21094,17584.93945,17614.90039,52880000,17614.90039
2014-11-10,41953,17568.98047,17621.86914,17547.50977,17613.74023,71430000,17613.74023
2014-11-07,41950,17558.58008,17575.33008,17493.36914,17573.92969,82860000,17573.92969
2014-11-06,41949,17491.66016,17560.31055,17440.34961,17554.4707,70670000,17554.4707
2014-11-05,41948,17385.75977,17486.58984,17385.75977,17484.5293,76030000,17484.5293
2014-11-04,41947,17368.81055,17397.23047,17278.35938,17383.83984,81390000,17383.83984
2014-11-03,41946,17390.90039,17410.65039,17339.84961,17366.24023,80030000,17366.24023
2014-10-31,41943,17208.7793,17395.53906,17208.7793,17390.51953,121610000,17390.51953
2014-10-30,41942,16968.14063,17223.96094,16920.75977,17195.41992,80180000,17195.41992
2014-10-29,41941,17005.07031,17065.5,16895.38086,16974.31055,76450000,16974.31055
2014-10-28,41940,16825.18945,17006.44922,16825.18945,17005.75,83870000,17005.75
2014-10-27,41939,16796.09961,16836.98047,16729.83008,16817.93945,72580000,16817.93945
2014-10-24,41936,16677.03906,16811.71094,16649.7207,16805.41016,90400000,16805.41016
2014-10-23,41935,16468.07031,16767.51953,16468.07031,16677.90039,99420000,16677.90039
2014-10-22,41934,16615.25977,16653.89063,16459.84961,16461.32031,92050000,16461.32031
2014-10-21,41933,16406.0293,16620.7793,16405.76953,16614.81055,105110000,16614.81055
2014-10-20,41932,16373.15039,16401.63086,16260.54004,16399.66992,94320000,16399.66992
2014-10-17,41929,16118.38965,16427.38086,16118.38965,16380.41016,137910000,16380.41016
2014-10-16,41928,16137.13965,16211.12012,15935.21973,16117.24023,131670000,16117.24023
2014-10-15,41927,16313.29981,16313.29981,15855.12012,16141.74023,160380000,16141.74023
2014-10-14,41926,16321.90039,16463.66992,16273.63965,16315.19043,110410000,16315.19043
2014-10-13,41925,16535.42969,16602.41016,16310.46973,16321.07031,107830000,16321.07031
2014-10-10,41922,16654.88086,16757.59961,16543.91016,16544.09961,136370000,16544.09961
2014-10-09,41921,16989.36914,16989.36914,16649.03906,16659.25,93210000,16659.25
2014-10-08,41920,16718.65039,17006.91016,16663.25977,16994.2207,106930000,16994.2207
2014-10-07,41919,16988.25,16988.25,16715.78906,16719.39063,79420000,16719.39063
2014-10-06,41918,17010.33984,17099.39063,16930.38086,16991.91016,655450000,16991.91016
2014-10-03,41915,16802.19922,17027.83984,16802.19922,17009.68945,87940000,17009.68945
2014-10-02,41914,16808.26953,16857.25,16674.03906,16801.05078,75490000,16801.05078
2014-10-01,41913,17040.46094,17041.16016,16776.13086,16804.71094,104240000,16804.71094
2014-09-30,41912,17070.44922,17145.09961,17017.10938,17042.90039,102290000,17042.90039
2014-09-29,41911,17107.68945,17107.68945,16934.42969,17071.2207,70220000,17071.2207
2014-09-26,41908,16948.61914,17148.15039,16948.10938,17113.15039,74670000,17113.15039
2014-09-25,41907,17204.85938,17204.85938,16945.80078,16945.80078,93520000,16945.80078
2014-09-24,41906,17056.64063,17226.59961,17033.92969,17210.06055,80530000,17210.06055
2014-09-23,41905,17165.91016,17171.88086,17055.86914,17055.86914,77090000,17055.86914
2014-09-22,41904,17271.71094,17277.88086,17159.35938,17172.67969,74300000,17172.67969
2014-09-19,41901,17267.21094,17350.64063,17257.46094,17279.74023,349620000,17279.74023
2014-09-18,41900,17163.73047,17275.36914,17163.73047,17265.99023,85300000,17265.99023
2014-09-17,41899,17131.00977,17221.10938,17089.00977,17156.84961,87810000,17156.84961
2014-09-16,41898,17027.16016,17167.05078,16985.55078,17131.9707,73200000,17131.9707
2014-09-15,41897,16988.75977,17051.84961,16951.38086,17031.14063,71740000,17031.14063
2014-09-12,41894,17044.05078,17044.05078,16937.66992,16987.50977,82820000,16987.50977
2014-09-11,41893,17057.41016,17057.41016,16983.88086,17049,63650000,17049
2014-09-10,41892,17016.05078,17080.26953,16974.57031,17068.71094,76780000,17068.71094
2014-09-09,41891,17110.39063,17111.55078,16993.28906,17013.86914,69030000,17013.86914
2014-09-08,41890,17131.71094,17137.88086,17079.16992,17111.41992,65640000,17111.41992
2014-09-05,41887,17065.89063,17137.35938,17009.61914,17137.35938,76630000,17137.35938
2014-09-04,41886,17083.60938,17161.55078,17030.11914,17069.58008,68120000,17069.58008
2014-09-03,41885,17067.24023,17151.89063,17060.21094,17078.2793,62770000,17078.2793
2014-09-02,41884,17097.41992,17113.50977,17009.07031,17067.56055,64820000,17067.56055
2014-08-29,41880,17083.41992,17110.41992,17035.38086,17098.44922,81500000,17098.44922
2014-08-28,41879,17119.06055,17119.06055,17018.33008,17079.57031,51860000,17079.57031
2014-08-27,41878,17111.0293,17134.59961,17090.60938,17122.00977,61690000,17122.00977
2014-08-26,41877,17079.57031,17153.80078,17079.57031,17106.69922,50710000,17106.69922
2014-08-25,41876,17011.81055,17124.74023,17011.81055,17076.86914,57400000,17076.86914
2014-08-22,41873,17038.26953,17064.2793,16984.51953,17001.2207,64330000,17001.2207
2014-08-21,41872,16983.88086,17074.58984,16983.88086,17039.49023,65160000,17039.49023
2014-08-20,41871,16910.0293,16994.89063,16896.55078,16979.13086,61960000,16979.13086
2014-08-19,41870,16839.06055,16929.13086,16839.06055,16919.58984,67220000,16919.58984
2014-08-18,41869,16664.44922,16840.2793,16664.44922,16838.74023,75670000,16838.74023
2014-08-15,41866,16717.00977,16775.26953,16575.41992,16662.91016,109180000,16662.91016
2014-08-14,41865,16657.32031,16714.2207,16651.66992,16713.58008,62370000,16713.58008
2014-08-13,41864,16567.53906,16670.28906,16567.53906,16651.80078,66020000,16651.80078
2014-08-12,41863,16565.55078,16589.31055,16518.06055,16560.53906,62770000,16560.53906
2014-08-11,41862,16557.26953,16627.99023,16557.26953,16569.98047,65560000,16569.98047
2014-08-08,41859,16369.67969,16556.58984,16364.21973,16553.92969,82420000,16553.92969
2014-08-07,41858,16448.28906,16504.34961,16333.78027,16368.26953,80430000,16368.26953
2014-08-06,41857,16425.09961,16490.69922,16372.32031,16443.33984,78600000,16443.33984
2014-08-05,41856,16559.9707,16559.9707,16369.54981,16429.4707,76630000,16429.4707
2014-08-04,41855,16493.7207,16596.2207,16447.19922,16569.2793,76260000,16569.2793
2014-08-01,41852,16561.69922,16584.75,16437.07031,16493.36914,84860000,16493.36914
2014-07-31,41851,16869.63086,16869.63086,16563.30078,16563.30078,101670000,16563.30078
2014-07-30,41850,16920.10938,16983.93945,16817.16016,16880.35938,77750000,16880.35938
2014-07-29,41849,16984.33008,17056.46094,16912.10938,16912.10938,75980000,16912.10938
2014-07-28,41848,16956.91016,17001.38086,16877.7207,16982.58984,66190000,16982.58984
2014-07-25,41845,17079.5,17082.33008,16915.65039,16960.57031,67290000,16960.57031
2014-07-24,41844,17092.01953,17119.83008,17061.07031,17083.80078,66390000,17083.80078
2014-07-23,41843,17117.00977,17121.05078,17058.05078,17086.63086,73440000,17086.63086
2014-07-22,41842,17054.9707,17133.42969,17040.13086,17113.53906,77960000,17113.53906
2014-07-21,41841,17095.10938,17095.10938,16974.33984,17051.73047,67590000,17051.73047
2014-07-18,41838,16978.16016,17113.50977,16977.51953,17100.17969,112530000,17100.17969
2014-07-17,41837,17133.44922,17151.56055,16966.18945,16976.81055,99240000,16976.81055
2014-07-16,41836,17061.91016,17139.34961,17061.91016,17138.19922,111500000,17138.19922
2014-07-15,41835,17055.0293,17120.33984,17006.39063,17060.67969,101730000,17060.67969
2014-07-14,41834,16950.92969,17088.42969,16950.92969,17055.41992,60570000,17055.41992
2014-07-11,41831,16918.31055,16949.46094,16860.30078,16943.81055,61000000,16943.81055
2014-07-10,41830,16980.34961,16980.34961,16805.38086,16915.07031,67510000,16915.07031
2014-07-09,41829,16916.83008,16998.94922,16913.81055,16985.60938,67120000,16985.60938
2014-07-08,41828,17022.08984,17022.08984,16874.78906,16906.61914,75250000,16906.61914
2014-07-07,41827,17063.83008,17063.83008,16992.44922,17024.21094,61480000,17024.21094
2014-07-03,41823,16979,17074.65039,16979,17068.25977,66800000,17068.25977
2014-07-02,41822,16949.71094,16986.63086,16949.71094,16976.24023,57840000,16976.24023
2014-07-01,41821,16828.5293,16998.69922,16828.5293,16956.07031,74050000,16956.07031
2014-06-30,41820,16852.49023,16871.26953,16801.93945,16826.59961,90360000,16826.59961
2014-06-27,41817,16846.90039,16862.73047,16773.83984,16851.83984,137690000,16851.83984
2014-06-26,41816,16866.81055,16872.51953,16746.08984,16846.13086,63650000,16846.13086
2014-06-25,41815,16817.67969,16883.53906,16799.41016,16867.50977,73920000,16867.50977
2014-06-24,41814,16934.61914,16969.69922,16805.23047,16818.13086,80220000,16818.13086
2014-06-23,41813,16946.5,16954.26953,16896.08984,16937.25977,63640000,16937.25977
2014-06-20,41810,16920.61914,16978.01953,16920.61914,16947.08008,247350000,16947.08008
2014-06-19,41809,16909.90039,16923.42969,16858.88086,16921.46094,80220000,16921.46094
2014-06-18,41808,16806.11914,16911.41016,16755.28906,16906.61914,73720000,16906.61914
2014-06-17,41807,16779.21094,16823.55078,16732.91016,16808.49023,63530000,16808.49023
2014-06-16,41806,16765.56055,16802.14063,16722.85938,16781.00977,77900000,16781.00977
2014-06-13,41803,16734.64063,16787.89063,16718.59961,16775.74023,95220000,16775.74023
2014-06-12,41802,16840.48047,16841.57031,16703.73047,16734.18945,72560000,16734.18945
2014-06-11,41801,16943.16016,16943.16016,16821.84961,16843.88086,61860000,16843.88086
2014-06-10,41800,16940.40039,16946.33984,16897.43945,16945.91992,64560000,16945.91992
2014-06-09,41799,16926.08008,16970.16992,16912.91992,16943.09961,67130000,16943.09961
2014-06-06,41796,16839.64063,16924.2793,16839.64063,16924.2793,80530000,16924.2793
2014-06-05,41795,16739.14063,16845.81055,16709.94922,16836.10938,70460000,16836.10938
2014-06-04,41794,16720,16742.91016,16673.65039,16737.5293,65570000,16737.5293
2014-06-03,41793,16736.69922,16736.69922,16690.00977,16722.33984,67830000,16722.33984
2014-06-02,41792,16716.84961,16756.64063,16682.07031,16743.63086,57560000,16743.63086
2014-05-30,41789,16697.33008,16721.2207,16648.84961,16717.16992,105190000,16717.16992
2014-05-29,41788,16637.74023,16698.74023,16620.42969,16698.74023,55500000,16698.74023
2014-05-28,41787,16674.98047,16674.98047,16620.2207,16633.17969,62480000,16633.17969
2014-05-27,41786,16607.41992,16688.68945,16607.41992,16675.5,80870000,16675.5
2014-05-23,41782,16544.49023,16613.07031,16544.49023,16606.26953,61340000,16606.26953
2014-05-22,41781,16532.74023,16565.39063,16489.60938,16543.08008,59250000,16543.08008
2014-05-21,41780,16376.16992,16544.59961,16376.16992,16533.06055,76730000,16533.06055
2014-05-20,41779,16511.2207,16511.2207,16341.29981,16374.30957,75150000,16374.30957
2014-05-19,41778,16490.34961,16526.25977,16442.11914,16511.85938,82180000,16511.85938
2014-05-16,41775,16447.32031,16498.99023,16414.32031,16491.31055,119330000,16491.31055
2014-05-15,41774,16613.51953,16622.90039,16397.46094,16446.81055,106610000,16446.81055
2014-05-14,41773,16716.08008,16717.56055,16595,16613.9707,71970000,16613.9707
2014-05-13,41772,16695.91992,16735.50977,16695.91992,16715.43945,71340000,16715.43945
2014-05-12,41771,16584.82031,16704.83984,16584.82031,16695.4707,71550000,16695.4707
